ITEMNAME,sales_channel,mapped_pack_size,anchor_pack,pl1,pl2,pl3,pl4,segment_enterprise_anchor_target_price,segment_a_anchor_target_price,segment_b_anchor_target_price,segment_c_anchor_target_price,segment_d_anchor_target_price,anchor_book_price_per_weight,anchor_floor_price_per_weight,p10,p20,p30,p40,p50,p60,p70,p80,p90
6531-680 - SYN GEAR & BEARING FLUID   1GL 4X1 CASE BLK,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,MAINTENANCE,ISEL,6531/6532 Syn Gear + Bearing Fluid ISO 680,4.217567567567567,4.217567567567568,4.477931034482759,4.477931034482759,4.477931034482759,4.639324324324325,1.6591992041960568,4.477931034482759,4.477931034482759,4.477931034482759,4.477931034482759,4.477931034482759,4.477931034482759,4.477931034482759,4.477931034482759,4.477931034482759
PERLUBE EP-68-XT     55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,LUBRICANT,MAINTENANCE,PER,Perlube EP 68-XT,1.0387707920792082,1.0387707920792082,1.0387707920792082,1.0387707920792082,1.0387707920792082,1.0387707920792082,1.0387707920792082,1.0221039603960396,1.0221039603960396,1.0221039603960396,1.0221039603960396,1.0221039603960396,1.0221039603960396,1.0221039603960396,1.0221039603960396,1.0221039603960396
USL-500 HIGH TEMP OVEN OIL     55G DRUM,NON-DISTRIBUTION,DRUM,TOTE,LUBRICANT,Chain Oils,USL,USL-500 HIGH TEMP OVEN OIL,2.404028516314605,2.404028516314605,2.404028516314605,2.404028516314605,2.404028516314605,2.484292599620493,2.404028516314605,3.0430434782608695,3.0430434782608695,3.0430434782608695,3.0430434782608695,3.0430434782608695,3.0430434782608695,3.0430434782608695,3.0430434782608695,3.0430434782608695
HI CYCLE 147      208L/55G,NON-DISTRIBUTION,DRUM,DRUM,Cooling Towers,Inhibitors,Hi  Cycle,HI CYCLE 147 / ULTREX 4231,7.330463636363636,7.330463636363636,7.330463636363636,7.330463636363636,7.330463636363636,7.6795333333333335,2.015751002084335,7.181393939393939,7.181393939393939,7.181393939393939,7.181393939393939,7.181393939393939,7.181393939393939,7.181393939393939,7.181393939393939,7.181393939393939
MITFLOC 5506L     DRUM,NON-DISTRIBUTION,DRUM,TOTE,Wastewater,Defoamers,MITFLOC,MF-5506L,4.613771653543306,4.613771653543306,4.613771653543306,4.613771653543306,4.613771653543306,4.833475065616797,2.9328154397366997,4.594068241469816,4.594068241469816,4.594068241469816,4.594068241469816,4.594068241469816,4.594068241469816,4.594068241469816,4.594068241469816,4.594068241469816
DOUBLE-LUBE HDTF      1249L/330G TOTE,NON-DISTRIBUTION,TOTE,DRUM,LUBRICANT,Heat Transfer,Double,Double Lube HDTF,2.1003699136868064,2.553143714989917,2.6004241541563973,2.653817733990148,2.7186252520725964,2.7186252520725964,1.4710494320825935,2.3003699136868065,2.3003699136868065,2.3003699136868065,2.3003699136868065,2.3003699136868065,2.3003699136868065,2.3003699136868065,2.3003699136868065,2.3003699136868065
FCR OF Q1080F-TRI-CITY   BULK (GAL),NON-DISTRIBUTION,BULK,BULK,RECYCLED FLUIDS,RECYCLED QUENCHANTS,FCR,FCR OF Q1080F-TRI-CITY,0.7621242230772483,0.7621242230772483,0.7621242230772483,0.7621242230772483,0.7621242230772483,0.7984158527475934,0.14239505334527622,0.7258325934069031,0.7258325934069031,0.7258325934069031,0.7258325934069031,0.7258325934069031,0.7258325934069031,0.7258325934069031,0.7258325934069031,0.7258325934069031
SOLUBLE OIL RP 1   5G PAIL,NON-DISTRIBUTION,SMALL,DRUM,METAL PROTECTION,NON-SYNTHETIC,SOLUBLE OIL,SOLUBLE OIL RP 1 / SOLUBLE OIL CDJ,2.292345095976074,2.292345095976074,2.292345095976074,2.547998055774956,2.547998055774956,2.547998055774956,1.8857832991138384,4.981146361023526,4.981146361023526,4.981146361023526,4.981146361023526,4.981146361023526,4.981146361023526,4.981146361023526,4.981146361023526,4.981146361023526
SOLUBLE OIL RP 1   55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL PROTECTION,NON-SYNTHETIC,SOLUBLE OIL,SOLUBLE OIL RP 1 / SOLUBLE OIL CDJ,2.292345095976074,2.292345095976074,2.292345095976074,2.547998055774956,2.547998055774956,2.547998055774956,1.8857832991138384,2.292345095976074,2.292345095976074,2.292345095976074,2.292345095976074,2.292345095976074,2.292345095976074,2.4465962441314555,2.4465962441314555,2.4465962441314555
PERKOTE 30-348      55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL PROTECTION,NON-SYNTHETIC,PER,PERKOTE 30-348,1.719667590027701,1.719667590027701,2.130597687,2.227443037,2.227443037,2.227443037,1.3276564916564915,1.919667590027701,1.919667590027701,1.919667590027701,1.919667590027701,1.919667590027701,1.919667590027701,2.463490304709141,2.463490304709141,2.463490304709141
PERKOOL 5442       5GLPL,NON-DISTRIBUTION,SMALL,TOTE,METAL REMOVAL,SEMI-SYNTHETIC,PER,PERKOOL 5442,3.089865168539326,3.3077677902621723,3.3077677902621723,3.3077677902621723,3.7980789065987453,3.8249662921348313,2.390185700181183,3.6965853658536587,3.6965853658536587,5.2,5.2,5.2,5.2,5.2,5.2,5.2
ALUM-ETCH D-2651 197L/52G DRUM,NON-DISTRIBUTION,DRUM,DRUM,INDUSTRIAL CLEANERS,ALKALINE CLEANERS / DESCALERS,ALUM-ETCH,ALUM-ETCH D-2651,1.2160145454545457,1.2160145454545457,1.2160145454545457,1.2160145454545457,1.2160145454545457,1.2739200000000002,1.0701298701298703,1.158109090909091,1.158109090909091,1.158109090909091,1.158109090909091,1.158109090909091,1.158109090909091,1.158109090909091,1.158109090909091,1.158109090909091
DURAWAX PLUS     208L/55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL PROTECTION,SYNTHETIC,DURAWAX,DURAWAX PLUS,1.503346153846154,1.503346153846154,1.503346153846154,1.503346153846154,1.503346153846154,1.5749340659340663,0.887332043,1.431758241758242,1.431758241758242,1.431758241758242,1.431758241758242,1.431758241758242,1.431758241758242,1.431758241758242,1.431758241758242,1.431758241758242
RO-2605     18.9L/5G PAIL,NON-DISTRIBUTION,SMALL,SMALL,Filtration,Anti-Scalant,RO,RO-2605,6.328466666666668,6.328466666666668,6.328466666666668,6.328466666666668,6.328466666666668,6.629822222222224,1.3770270723104057,5.851555555555556,5.851555555555556,6.027111111111112,6.027111111111112,6.027111111111112,6.027111111111112,6.027111111111112,6.027111111111112,6.027111111111112
ALIDOX NF      18.9L/5G,NON-DISTRIBUTION,SMALL,DRUM,INDUSTRIAL CLEANERS,ACID CLEANERS / DESCALERS,ALIDOX,ALIDOX NF,1.4648829431438126,1.7392225441403981,1.771430369031887,1.851949931260609,1.851949931260609,1.851949931260609,0.4721736397084073,2.8637867647058823,2.8637867647058823,2.8637867647058823,2.8637867647058823,2.8637867647058823,2.8637867647058823,2.8637867647058823,2.8637867647058823,2.8637867647058823
AUTO-CREW SPRAY WAX      18.9L/5G,NON-DISTRIBUTION,SMALL,DRUM,Unmapped,Unmapped,Unmapped,Unmapped,3.3153348729792147,3.3984988452655887,3.3984988452655887,3.3984988452655887,3.3984988452655887,3.7002272194277586,1.4808881610385718,3.301538461538461,3.3843589743589746,3.3843589743589746,3.3843589743589746,3.3843589743589746,3.3843589743589746,3.3843589743589746,3.3843589743589746,3.3843589743589746
6445-46 - SEMI-SYN PORTABLE COMP LUBE   55GL DRUM BLK,NON-DISTRIBUTION,DRUM,SMALL,LUBRICANT,Compressor & Vacuum,ISEL,6445 Semi-syn Portable Compressor Lube / SEMISYN M ISO 46,2.4588888888888887,2.4588888888888887,2.4588888888888887,2.7594444444444446,2.9297845905468534,2.9297845905468534,1.198862162,2.1221158690176325,2.1221158690176325,2.1221158690176325,2.2800251889168766,2.2800251889168766,2.2800251889168766,2.3822670025188915,2.3822670025188915,2.3822670025188915
2015-150 - SYN 8000 HR COMP LUBE   1GL 4X1 CASE BLK,NON-DISTRIBUTION,SMALL,DRUM,LUBRICANT,Compressor & Vacuum,ISEL,2015/2058/4416/6731/Rotosyn/Vortex/Rotosyn B ISO 150,5.204584382871536,5.204584382871536,5.204584382871536,5.204584382871536,5.999342346471126,5.999342346471126,1.6741249453571176,6.326896551724138,6.326896551724138,6.326896551724138,6.326896551724138,6.326896551724138,6.326896551724138,6.326896551724138,6.326896551724138,6.326896551724138
2015-150 - SYN 8000 HR COMP LUBE   5GL PAIL BLK,NON-DISTRIBUTION,SMALL,DRUM,LUBRICANT,Compressor & Vacuum,ISEL,2015/2058/4416/6731/Rotosyn/Vortex/Rotosyn B ISO 150,5.204584382871536,5.204584382871536,5.204584382871536,5.204584382871536,5.999342346471126,5.999342346471126,1.6741249453571176,5.431666666666667,5.431666666666667,5.431666666666667,5.431666666666667,5.431666666666667,5.431666666666667,5.431666666666667,5.431666666666667,5.431666666666667
TROJAN 100 ALL SEASON ASHLESS   55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,LUBRICANT,MAINTENANCE,TROJAN,TROJAN 100 ALL SEASON ASHLESS,2.0927812500000003,2.0927812500000003,2.0927812500000003,2.0927812500000003,2.0927812500000003,2.1924375000000005,1.2475508333333332,2.193125,2.193125,2.193125,2.193125,2.193125,2.193125,2.193125,2.193125,2.193125
PERKUT 305-HV     5GLPL,NON-DISTRIBUTION,SMALL,SMALL,METAL REMOVAL,"MINERAL, STRAIGHT",PER,PERKUT 305-HV,2.7842093023255816,2.7842093023255816,2.7842093023255816,2.7842093023255816,2.7842093023255816,2.916790697674419,1.6948228980322002,3.0516279069767442,3.0516279069767442,3.0516279069767442,3.0516279069767442,3.0516279069767442,3.0516279069767442,3.0516279069767442,3.0516279069767442,3.0516279069767442
SUNEX WAYLUBE 68-S   55G DRUM,NON-DISTRIBUTION,DRUM,TOTE,LUBRICANT,MAINTENANCE,SUNEX,ROCKWAY 68-S / SUNEX WAY OIL 157 / SUNEX WAYLUBE 68 S,1.3603312887141843,1.3673312781929878,1.3673312781929878,1.3837837837837839,1.635337039983503,1.635337039983503,1.0043053241906532,1.7812968648054515,1.8343043147615998,1.8343043147615998,1.8343043147615998,1.8343043147615998,1.8343043147615998,1.8343043147615998,1.8343043147615998,1.8343043147615998
5133-5 - RESCUE HTF HD - HTCC   5GL PAIL TH,NON-DISTRIBUTION,SMALL,DRUM,LUBRICANT,Heat Transfer,ISEL,5133 Rescue HTF HD ISO 5,3.062928039702233,3.7736972704714637,3.87881289,4.0551225668249975,4.0551225668249975,4.0551225668249975,2.423480106891339,3.2678378378378374,3.2678378378378374,3.2678378378378374,3.2678378378378374,3.2678378378378374,3.2678378378378374,3.2678378378378374,3.267837837837838,3.267837837837838
GF CLEAN 772      181.1 KG / 400 LB    FDR,NON-DISTRIBUTION,DRUM,DRUM,INDUSTRIAL CLEANERS,ALKALINE CLEANERS / DESCALERS,GF,GF CLEAN 772,4.510485,4.510485,4.510485,4.510485,4.510485,4.72527,1.4057936507936506,4.4957,4.4957,4.4957,4.4957,4.4957,4.4957,4.4957,4.4957,4.4957
2384-220 - SYN MV AW HYDR FLUID   55GL DRUM BLK,NON-DISTRIBUTION,DRUM,DRUM,LUBRICANT,MAINTENANCE,ISEL,2384 Syn MV AW Hydraulic Fluid ISO 220,3.568736842105263,3.568736842105263,3.568736842105263,3.568736842105263,3.568736842105263,3.7386766917293235,1.8964865051517685,3.2369423558897243,3.2369423558897243,3.2369423558897243,3.398796992481203,3.398796992481203,3.398796992481203,3.398796992481203,3.398796992481203,3.398796992481203
6531-20 - SYN GEAR & BEARING FLUID   275GL TOTE,NON-DISTRIBUTION,TOTE,TOTE,LUBRICANT,MAINTENANCE,ISEL,6531/6532 Syn Gear + Bearing Fluid ISO 20,4.645147898287494,4.645147898287494,4.645147898287494,4.645147898287494,4.645147898287494,5.109662688116243,1.7673442527858345,4.645147898287494,4.645147898287494,4.645147898287494,4.645147898287494,4.645147898287494,4.645147898287494,4.645147898287494,4.645147898287494,4.645147898287494
PERKOTE 30-228      5GLPL,NON-DISTRIBUTION,SMALL,SMALL,METAL PROTECTION,NON-SYNTHETIC,PER,PERKOTE 30-228,3.0163636363636366,3.0163636363636366,3.0163636363636366,3.0163636363636366,3.0163636363636366,3.1600000000000006,1.264039923039923,3.272727272727273,3.272727272727273,3.272727272727273,3.272727272727273,3.272727272727273,3.272727272727273,3.272727272727273,3.272727272727273,3.272727272727273
COAGULITE 301      208L/55G,NON-DISTRIBUTION,DRUM,DRUM,Wastewater,Inorganic Coagulants,COAGULITE,COAGULITE 301,0.42968464377365845,0.42968464377365845,0.5519352171197756,0.5770231815343108,0.5770231815343108,0.5770231815343108,0.42968464377365845,1.5879286926994907,1.5879286926994907,1.5879286926994907,1.5879286926994907,1.5879286926994907,1.5879286926994907,1.5879286926994907,1.5879286926994907,1.5879286926994907
CIMTECH 410C BLUE     5G / 19L PINK PLASTIC PAIL,NON-DISTRIBUTION,SMALL,TOTE,METAL REMOVAL,"SYNTHETIC, SOLUBLE",CIM,CIMTECH 410C BLUE,1.8335451919108545,2.0202228642179114,2.0202228642179114,2.4428490080147154,2.4428490080147154,2.4428490080147154,0.9729800203147266,4.213636363636364,4.213636363636364,4.213636363636364,4.213636363636364,4.213636363636364,4.213636363636364,4.213636363636364,4.213636363636364,4.213636363636364
IPI-25NF      208L/55G,NON-DISTRIBUTION,DRUM,DRUM,SURFACE FINISHING,PAINTABLE PRETREATMENT,IPI,IPI-25NF,2.217910156,2.217910156,2.217910156,2.217910156,2.243476563,2.439701172,0.5789194544270834,2.217910156,2.217910156,2.217910156,2.217910156,2.217910156,2.217910156,2.217910156,2.217910156,2.217910156
MIRAGE EZ 606BRP1-B     55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,INDUSTRIAL CLEANERS,ALKALINE CLEANERS / DESCALERS,MIRAGE,MIRAGE EZ 606BRP1-B,1.7879310344827588,1.943286004056795,1.943286004056795,1.943286004056795,1.943286004056795,2.1376146044624744,0.7344841591809137,1.7879310344827588,1.7879310344827588,1.7879310344827588,1.7879310344827588,1.943286004056795,1.943286004056795,1.943286004056795,1.943286004056795,1.943286004056795
PERLUBE 904      55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,LUBRICANT,MAINTENANCE,PER,PERLUBE AW-68-S / GW AW 68 / DOUBLE-LUBE AW 68,1.5877667493796526,1.5877667493796526,1.5877667493796526,1.5877667493796526,1.5877667493796526,1.6633746898263029,1.032263258891646,1.7121588089330024,1.7121588089330024,1.7121588089330024,1.7121588089330024,1.7121588089330024,1.7121588089330024,1.7121588089330024,1.7121588089330024,1.7121588089330024
BLUE STAR GP 8300/68     DRUM (30),NON-DISTRIBUTION,DRUM,DRUM,LUBRICANT,MAINTENANCE,BLUE,Blue Star GP 8300/68,6.72,6.72,6.72,6.72,6.72,7.04,2.0778333333333334,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
RUST PREVENTIVE 6000      1GL JUG,NON-DISTRIBUTION,SMALL,SMALL,METAL PROTECTION,NON-SYNTHETIC,RUST PREVENTIVE,RUST PREVENTIVE 6000 and 6004Q and 98,4.7715000000000005,4.7715000000000005,4.7715000000000005,4.7715000000000005,4.7715000000000005,4.9987142857142866,1.9666077097505668,4.5442857142857145,4.5442857142857145,4.5442857142857145,4.5442857142857145,4.5442857142857145,4.5442857142857145,4.5442857142857145,4.5442857142857145,4.5442857142857145
CIMCLEAN 50     275G / 1041L TOTE,NON-DISTRIBUTION,TOTE,TOTE,INDUSTRIAL CLEANERS,Additives,CIM,CIMCLEAN 50,1.3062984354407943,1.3062984354407943,1.7766262656135197,1.8573820049595884,1.8573820049595884,1.8573820049595884,1.3062984354407943,1.260835303388495,1.260835303388495,1.260835303388495,1.2986603624901498,1.2986603624901498,1.2986603624901498,1.2986603624901498,1.2986603624901498,1.2986603624901498
PERLUBE AW-68-S       BULK GALLONS,NON-DISTRIBUTION,BULK,BULK,LUBRICANT,MAINTENANCE,PER,PERLUBE AW-68-S / GW AW 68 / DOUBLE-LUBE AW 68,1.2763133715825796,1.2763133715825796,1.2763133715825796,1.2763133715825796,1.2763133715825796,1.3370901988007977,0.7182874831166887,1.2155365443643615,1.2155365443643615,1.2155365443643615,1.2155365443643615,1.2155365443643615,1.2155365443643615,1.2155365443643615,1.2155365443643615,1.2155365443643615
PERLUBE AW-68-S      325GL STL TOTE,NON-DISTRIBUTION,TOTE,TOTE,LUBRICANT,MAINTENANCE,PER,PERLUBE AW-68-S / GW AW 68 / DOUBLE-LUBE AW 68,1.250423497,1.250423497,1.250423497,1.250423497,1.250423497,1.3072609289617487,0.7407097155667648,1.219945355191257,1.219945355191257,1.219945355191257,1.219945355191257,1.453551912568306,1.453551912568306,1.453551912568306,1.453551912568306,1.453551912568306
PERLUBE EP-460      1GL JUG,NON-DISTRIBUTION,SMALL,SMALL,LUBRICANT,MAINTENANCE,PER,Perlube EP 460/ Milpro EP 460,3.6159375000000002,3.6159375000000002,3.6159375000000002,3.6159375000000002,3.6159375000000002,3.7881250000000004,1.786193703703704,3.84375,3.84375,3.84375,3.84375,3.84375,3.84375,3.84375,3.84375,3.84375
COOL LUBE 928      5GLPL,NON-DISTRIBUTION,SMALL,TOTE,METAL REMOVAL,"MINERAL, STRAIGHT",COOL,CANOLA OIL,2.15,2.172941176470588,2.731698564593301,2.856516440561048,2.856516440561048,2.856516440561048,1.827243688204185,3.9644736842105264,3.9644736842105264,3.9644736842105264,4.093421052631579,4.093421052631579,4.093421052631579,4.093421052631579,4.093421052631579,4.093421052631579
COOL LUBE 928      55G DRUM,NON-DISTRIBUTION,DRUM,TOTE,METAL REMOVAL,"MINERAL, STRAIGHT",COOL,CANOLA OIL,2.15,2.172941176470588,2.731698564593301,2.856516440561048,2.856516440561048,2.856516440561048,1.827243688204185,2.731698564593301,2.731698564593301,2.731698564593301,2.731698564593301,2.731698564593301,2.731698564593301,2.731698564593301,2.731698564593301,2.731698564593301
PERKUT 221-I        55GL DRUM,NON-DISTRIBUTION,DRUM,DRUM,METAL REMOVAL,"MINERAL, STRAIGHT",PER,PERKUT 221-I,1.2827710843373494,1.2827710843373494,1.2827710843373494,1.2827710843373494,1.2827710843373494,1.343855421686747,1.0719112919369786,1.4216867469879517,1.4216867469879517,1.4216867469879517,1.4216867469879517,1.4216867469879517,1.4216867469879517,1.4216867469879517,1.4216867469879517,1.4216867469879517
PERKUT 955     1249L/330G TOTE,NON-DISTRIBUTION,TOTE,TOTE,METAL REMOVAL,"MINERAL, STRAIGHT",PER,PERKUT 955,1.1676190476190478,1.383786042624321,1.383786042624321,1.383786042624321,1.383786042624321,1.5117883627359954,1.0261769283146442,1.5837860426243209,1.5837860426243209,1.5837860426243209,1.5837860426243209,1.5837860426243209,1.5837860426243209,1.5837860426243209,1.5837860426243209,1.5837860426243209
ALMCO 503R-1       5GLPL,NON-DISTRIBUTION,SMALL,DRUM,TOLLING,ALMCO,ALMCO,ALMCO 503R-1,0.9264935064935066,0.9264935064935066,0.9264935064935066,0.9264935064935066,1.0545238095238094,1.0545238095238094,0.578683786,1.2945238095238094,1.2945238095238094,1.2945238095238094,1.2945238095238094,1.2945238095238094,1.2945238095238094,1.2945238095238094,1.2945238095238094,1.2945238095238094
6857-46 - POE EAL HYDR FLUID   1GL 4X1 CASE BLK,NON-DISTRIBUTION,SMALL,DRUM,LUBRICANT,MAINTENANCE,ISEL,6857 POE EAL Hydraulic Fluid ISO 46,5.749642346,5.749642346,5.749642346,5.749642346,6.702601246,6.702601246,3.2926503634475597,7.168666666666667,7.168666666666667,7.168666666666667,7.168666666666667,7.168666666666667,7.168666666666667,7.168666666666667,7.168666666666667,7.168666666666667
MULTI-TERJ 2112 MF     208L/55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,INDUSTRIAL CLEANERS,ACID CLEANERS / DESCALERS,MULTI-TERJ,MULTI-TERJ 2112 MF,2.4392629482071713,2.4392629482071713,2.4392629482071713,2.4392629482071713,2.4392629482071713,2.555418326693227,1.1457532647189022,2.3231075697211154,2.3231075697211154,2.3231075697211154,2.3231075697211154,2.3231075697211154,2.3231075697211154,2.3231075697211154,2.3231075697211154,2.3231075697211154
MITFLOC 5850L     330G TOTE (MICROBULK),NON-DISTRIBUTION,TOTE,TOTE,Wastewater,Blended Coagulants,MITFLOC,MITFLOC 5850L,0.8155360652876281,0.9668218664695543,0.9847259751078794,1.0294862467036918,1.0294862467036918,1.0294862467036918,0.8155360652876281,0.7408641273450824,0.7408641273450824,0.7408641273450824,0.7408641273450824,0.7408641273450824,0.7408641273450824,0.7408641273450824,0.7408641273450824,0.7408641273450824
FLOCULITE 402      204L/54G,NON-DISTRIBUTION,DRUM,DRUM,Wastewater,Organic Coagulants and Floculants,FLOCULITE,FLOCULITE 402,4.6380456335356595,4.725910369167298,6.076711621201396,6.352925785801458,6.352925785801458,6.352925785801458,3.4048077209393592,15.641118279569893,15.641118279569893,15.641118279569893,15.641118279569893,15.641118279569893,15.641118279569893,15.641118279569893,15.641118279569893,15.641118279569893
P-504     55# PAIL,NON-DISTRIBUTION,SMALL,BAG,Wastewater,Organic Coagulants and Floculants,P,NS-6850P,6.741818181818181,9.370055454545454,9.543574999999999,9.977373864,9.977373864,9.977373864,4.7815863636363645,6.1490909090909085,6.1490909090909085,6.1490909090909085,6.821818181818181,6.821818181818181,6.821818181818181,6.821818181818181,6.821818181818181,6.821818181818181
P-508     55# PAIL,NON-DISTRIBUTION,SMALL,BAG,Wastewater,Organic Coagulants and Floculants,P,NS-6850P,6.741818181818181,9.370055454545454,9.543574999999999,9.977373864,9.977373864,9.977373864,4.7815863636363645,12.723636363636363,12.723636363636363,12.723636363636363,12.723636363636363,12.723636363636363,12.723636363636363,12.723636363636363,12.723636363636363,12.723636363636363
STAR GUARD 3435     TOTE,NON-DISTRIBUTION,TOTE,TOTE,METAL PROTECTION,NON-SYNTHETIC,STAR,STAR GUARD 3435,2.340476508602585,2.340476508602585,2.340476508602585,2.340476508602585,2.434759379012306,2.434759379012306,2.340476508602585,1.9939396628216504,1.9939396628216504,2.0437888198757763,2.0437888198757763,2.0437888198757763,2.0437888198757763,2.0437888198757763,2.0437888198757763,2.0437888198757763
PERKOOL 5000-EP-BG     330G PL TOTE,NON-DISTRIBUTION,TOTE,TOTE,METAL REMOVAL,SEMI-SYNTHETIC,PER,PERKOOL 5000-EP-BG,2.6975858020231214,2.6975858020231214,2.6975858020231214,2.6975858020231214,2.6975858020231214,2.8260422687861273,1.3475242096487325,2.5691293352601154,2.5691293352601154,2.5691293352601154,2.5691293352601154,2.5691293352601154,2.5691293352601154,2.5691293352601154,2.5691293352601154,2.5691293352601154
STAR CLEAN 1230     208L/55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,INDUSTRIAL CLEANERS,ALKALINE CLEANERS / DESCALERS,STAR,STAR CLEAN 1230,1.5463790322580648,1.5463790322580648,1.5463790322580648,1.5463790322580648,1.5463790322580648,1.6200161290322583,0.6102124509301928,1.4727419354838711,1.4727419354838711,1.4727419354838711,1.4727419354838711,1.4727419354838711,1.4727419354838711,1.4727419354838711,1.4727419354838711,1.4727419354838711
GX COOL 2192F      330G TOTE,NON-DISTRIBUTION,TOTE,TOTE,METAL REMOVAL,SEMI-SYNTHETIC,GX,GX COOL 2192 / 2192CYT / 2192F / 2192M / 2192YSK / 2192YSK1,2.9092533526640088,2.9092533526640088,2.910717391304348,2.969173913043478,3.0547191011235952,3.2001786879304097,1.7365191028847915,2.9092533526640088,2.9092533526640088,2.9092533526640088,2.9092533526640088,2.9092533526640088,2.9092533526640088,3.0547191011235952,3.0547191011235952,3.0547191011235952
SURSOLV WIPE     5GL PAIL,NON-DISTRIBUTION,SMALL,SMALL,INDUSTRIAL CLEANERS,SOLVENT,SURSOLV,SURSOLV WIPE,3.9088875,3.9088875,3.9088875,3.9088875,3.9088875,4.095025000000001,2.2128887125220458,3.72275,3.72275,3.72275,3.72275,3.72275,3.72275,3.72275,3.72275,3.72275
PERKOOL 5442       330GL PL TOTE,NON-DISTRIBUTION,TOTE,TOTE,METAL REMOVAL,SEMI-SYNTHETIC,PER,PERKOOL 5442,3.089865168539326,3.3077677902621723,3.3077677902621723,3.3077677902621723,3.7980789065987453,3.7980789065987453,2.390185700181183,3.0849400749063673,3.3077677902621723,3.3077677902621723,3.3077677902621723,3.3077677902621723,3.3077677902621723,3.3077677902621723,3.3077677902621723,3.3077677902621723
GF PHOS 607     55G DRUM,NON-DISTRIBUTION,DRUM,DRUM,SURFACE FINISHING,PAINTABLE PRETREATMENT,GF,GF PHOS 607,1.9680000000000002,1.9680000000000002,1.9680000000000002,1.9680000000000002,1.9680000000000002,2.061714285714286,0.7445888470017638,1.8742857142857143,1.8742857142857143,1.8742857142857143,1.8742857142857143,1.8742857142857143,1.8742857142857143,1.8742857142857143,1.8742857142857143,1.8742857142857143
C250TX BLUE     275G / 1041L TOTE,NON-DISTRIBUTION,TOTE,TOTE,METAL REMOVAL,"SYNTHETIC, SOLUBLE",CIM,C250TX BLUE,1.6768862973760934,1.727195335276968,1.727195335276968,1.727195335276968,1.8273625,1.899914868804665,1.0491287112118897,1.6768862973760934,1.6768862973760934,1.6768862973760934,1.6768862973760934,1.727195335276968,1.727195335276968,1.727195335276968,1.727195335276968,1.727195335276968
POWER WASH CLEANER 1124DF     200 LB   FDR,NON-DISTRIBUTION,DRUM,DRUM,INDUSTRIAL CLEANERS,ALKALINE CLEANERS / DESCALERS,POWER,POWER WASH CLEANER 1124DF,1.5862,1.5862,1.5862,1.5862,1.8922539705882349,1.8922539705882349,1.2917792343604109,1.5862,1.5862,1.5862,1.5862,1.5862,1.5862,1.5862,1.5862,1.5862
GX CLEAN 5180      330G TOTE,NON-DISTRIBUTION,TOTE,DRUM,INDUSTRIAL CLEANERS,ALKALINE CLEANERS / DESCALERS,GX,GX CLEAN 5180,2.322144144144144,2.403095238095238,2.403095238095238,2.9093585258878902,2.9093585258878902,2.9093585258878902,0.5475523123526974,2.322144144144144,2.322144144144144,2.322144144144144,2.322144144144144,2.322144144144144,2.322144144144144,2.322144144144144,2.322144144144144,2.322144144144144
PERCHEM RUBBER LUBRICANT     208L/55G,NON-DISTRIBUTION,DRUM,DRUM,Unmapped,Unmapped,Unmapped,Unmapped,3.1026081081081083,3.1026081081081083,3.1026081081081083,3.1026081081081083,3.1026081081081083,3.2503513513513513,1.5425081617331617,2.8687837837837837,2.8687837837837837,2.8687837837837837,2.8687837837837837,2.9548648648648648,2.9548648648648648,2.9548648648648648,2.9548648648648648,2.9548648648648648
GX DEFOAM 15      5GLPL,NON-DISTRIBUTION,SMALL,SMALL,SURFACE FINISHING,PAINT BOOTH,GX,GX DEFOAM 15,16.170488372093025,16.170488372093025,16.170488372093025,16.170488372093025,16.170488372093025,16.94051162790698,12.155930232558138,15.40046511627907,15.40046511627907,15.40046511627907,15.40046511627907,15.40046511627907,15.40046511627907,15.40046511627907,15.40046511627907,15.40046511627907
ROCKWAY 32-S   5G/19L PAIL,NON-DISTRIBUTION,SMALL,TOTE,LUBRICANT,MAINTENANCE,ROCK,ROCKWAY 32-S / SUNEX WAYLUBE 32-S,1.3109936057601868,1.3109936057601868,1.3109936057601868,1.3109936057601868,1.613942463010867,1.613942463010867,0.9597683075862563,5.662528407017508,5.662528407017508,5.662528407017508,5.662528407017508,5.662528407017508,5.662528407017508,5.662528407017508,5.662528407017508,5.662528407017508
